Timestamp,Apakah Anda bersedia memberikan jawaban dengan jujur dan mengizinkan data yang Anda isi digunakan untuk penelitian ini? ,"1. Tuliskan salah satu status yang pernah Anda unggah di Facebook. 

(Status bisa berupa kalimat pendek/panjang, kutipan, emotikon, atau apa pun yang menggambarkan suasana hati Anda. Tidak perlu ragu — silakan tulis dengan bebas di bawah ini.)
","2.  Menurut Anda, setelah membuat status pada no. 1, status tersebut termasuk ke dalam kategori sentimen apa?

Petunjuk Kategori Sentimen:

Positif: Status yang mengandung perasaan senang, bahagia, bersyukur, optimis, memotivasi, atau memberikan dukungan. Contoh: ""Hari ini aku merasa sangat bahagia dan penuh semangat!""
Negatif: Status yang mengandung perasaan sedih, marah, kecewa, cemas, stres, atau hal-hal bernada pesimis. Contoh: ""Aku merasa sangat lelah dan tidak bersemangat akhir-akhir ini.""
Netral: Status yang bersifat informatif, tidak menunjukkan emosi yang kuat, atau hanya menyampaikan fakta tanpa muatan perasaan tertentu. Contoh: ""Hari ini aku mengikuti kuliah dari jam 8 pagi sampai jam 3 sore.""
⚠️ Harap baca dan pahami petunjuk di atas sebelum memilih kategori di bawah. Pilihlah kategori sentimen yang paling sesuai dengan isi status yang Anda buat pada no. 1 sebelumnya.",1. Berapa Usia Anda?,2. Jenis Kelamin Anda?
03/07/2025 22:41:50,"Ya, saya bersedia.","✨ Unlock 1 Year of TradingView – 100% FREE!
Ready to take your trading game to the next level? We’ve got something special just for you. For a limited time only, you can get a full year of TradingView Pro — completely FREE!",Netral,28,Laki - laki
03/07/2025 22:42:49,"Ya, saya bersedia.","Redy siang kle ayam bakar 20
Ikan nila bakar 20 sampai 25 siikok ea yg galak pesanlah jam 11 cod",Netral,,
03/07/2025 22:44:18,"Ya, saya bersedia.","Tissa dan dul itu seperti Ahmad Dhani dan Mulan .
Mirip.",Netral,,
03/07/2025 22:44:54,"Ya, saya bersedia.","Tidak akan kubiarkan lagi diriku mengemis seperti orang bodoh, hanya untuk dicintai dan dihargai🙃",Negatif,,
03/07/2025 22:46:12,"Ya, saya bersedia.","Let’s be honest. Motivation isn’t enough.
You’ve read the quotes, saved the reels, listened to podcasts.
But your money situation hasn’t changed. Not yet.
👉 https://www.millionairemind.online/special 
That’s where Millionaire Mind Hybrid comes in.
This 3-day online event has already helped over 1.5 million people break through their limits and finally take control of their finances.
This is not hype. This is a full system for mental and financial reset.
Here’s what you’ll get:
🔥 A powerful mindset shift that breaks old patterns
🔥 The exact money psychology used by the wealthy
🔥 Real strategies you can apply right away
🔥 An online experience that hits hard and stays with you
You don’t need another motivational quote. You need a moment that moves you. This is that moment.
And it only takes $19 to step into it.
🎟️ Lock in your spot for $19 
👉 https://www.millionairemind.online/special 
This is your shot. Don’t sleep on it.",Netral,,
03/07/2025 22:47:06,"Ya, saya bersedia.","Mari kita jujur. Motivasi saja tidak cukup.
Anda telah membaca kutipan, menyimpan gulungan, mendengarkan podcast.
Tetapi situasi uang Anda tidak berubah. Belum.
👉 https://www.millionairemind.online/special 
Di situlah Millionaire Mind Hybrid masuk.
Acara online 3 hari ini telah membantu lebih dari 1,5 juta orang menembus batas mereka dan akhirnya mengendalikan keuangan mereka.
Ini bukan sensasi. Ini adalah sistem penuh untuk pengaturan ulang mental dan keuangan.
Ini yang akan Anda dapatkan:
🔥 Pergeseran pola pikir yang kuat yang merusak pola lama
🔥 Psikologi uang yang tepat digunakan oleh orang kaya
🔥 Strategi nyata yang dapat Anda terapkan segera
🔥 Pengalaman online yang memukul keras dan tetap bersama Anda
Anda tidak perlu kutipan motivasi lainnya. Anda membutuhkan momen yang menggerakkan Anda. Inilah saat itu.
Dan hanya membutuhkan $19 untuk melangkah ke dalamnya.
🎟️ Kunci tempat Anda seharga $19
👉 https://www.millionairemind.online/special 
Ini kesempatanmu. Jangan tidur di atasnya",Netral,,
03/07/2025 22:47:41,"Ya, saya bersedia.","Innalillahi. G3mpar penemuan M4y4t w4nita c4nt1k di area persawahan Desa Wonoketingal, Kecamatan Karanganyar, Kabupaten Demak.
K0rban diketahui bernama Shela Handayani (20), warga Kelurahan Wergu Wetan, Kecamatan Kota Kudus, Kabupaten Kudus.
Ident1tas korb4n terkonfirmasi setelah Aris Rubiyanto (48), paman korb4n, datang ke RSUD Sunan Kalijaga Demak dan memastikan langsung bahwa jen4zah tersebut adalah keponakannya. 
Pol1si berhasil memb3kuk AR (32). AR dit4ngkap pada Jum'at pagi, saat tengah berada di sebuah warung makan di Kabupaten Tangerang, Banten.
Pel4ku, yang diketahui merupakan warga Desa Sari, Kecamatan Gajah, Kabupaten Demak, tak b3rkutik saat dir1ngkus petugas.
Ternyata ini Mot1fnya sehingga t3ga mel4kukan p3rbu4tan k3ji itu ‎",Negatif,,
03/07/2025 22:48:20,"Ya, saya bersedia.","Diogo Jota dan Saudaranya meninggal dunia akibat kecel4k44n yang terjadi di kilometer 65 jalan A-52, dekat daerah Sanabria di Zemora. Spanyol. 
Mobil yang ditumpanginya bersama saudaranya Andre, 26 tahun, keluar jalur dan menyebabkan kebakaran. Menurut saksi mata, mobil tersebut terbakar dan juga menyebar ke hutan terdekat.
Rip🥀💔🕊",Netral,,
03/07/2025 22:49:16,"Ya, saya bersedia.","Jadilah dirimu sendiri, orang tidak harus menyukaimu dan kamu tidak perlu peduli.",Negatif,,
03/07/2025 22:51:01,"Ya, saya bersedia.",Semoga aja G kejadian 🗿,Negatif,,
03/07/2025 22:53:23,"Ya, saya bersedia.","Ga takut pelanggan kabur karena lengkapnya pilihan pembayaran!
✅ 38+ Opsi Payment
✅ Integrasi cepat & aman
✅ Cocok untuk semua skala bisnis
Saatnya #PakaiXenditAja!",Netral,,
03/07/2025 22:54:25,"Ya, saya bersedia.","Bangun Anakku,' Ucap Ibu Menepuk Sungai😭, Tak Lama Jasad Anaknya Korban Mobil Jatuh Ke Jurang Ketemu.....",Negatif,,
03/07/2025 22:55:45,"Ya, saya bersedia.","Semoga lancar usahanya
Source: mukaikhlas_
Mau top up anti ribet dan aman? Klik link di bawah ini!😎
https://bit.ly/TopupUniPinFB
#UniPin #meme #memes #memeindonesia #memedaily",Netral,,
03/07/2025 22:57:02,"Ya, saya bersedia.","Jangan buru-buru ajar anak menulis ❌
Sebelum mengajarkan anak menulis setidaknya 8 tahapan ini !!!
Yuk di save 🤗
#pramenulis #belajarmenulis #paud #anakpaud",Netral,,
03/07/2025 22:58:16,"Ya, saya bersedia.","Perhatian Metalheads, ini akan benar-benar penuh di sini hari ini untuk akhir pekan! 🔥
Dari musik hingga kata-kata yang diucapkan, dari komedi hingga yoga metal hingga pembacaan dan pertunjukan larut malam, semuanya ada di sini!
Timeless Wacken klasik seperti THE HARDKISS , Saskia Thode , Mutz Music bertemu di Holy Ground Greenhorns seperti Alien Rockin' Explosion - comics & rock 👀
Selain itu, Anda akan dihangatkan oleh:
Metal Workouts Storm oleh Henning Wanner Metal Workouts Christof Leim (Baca) Dead Serious (Bicara Langit) Rage Wacken Slam Battle (Baca Pengejar Suara) (Baca Sodom) (Memainkan savatage) Holger Schmenk Chris Boltendahl (Baca Penggali Kubur) John Wray (Baca Bawah Serigala) Mit Ohne Strom Wolfgang Niedecken dan Mike Herting (baca) The Feelgood McLouds Dr. Nico Rose Asrock
Tapi apakah kita benar-benar berada di akhir sekarang? Apakah itu dia? Dan bagaimana dengan urutan berlari?
Pertanyaan tentang pertanyaan yang akan kami jawab minggu depan. JANJI! 🤘
#woa #wacken #openair #metal #festival #fasterharderlouder",Netral,,
03/07/2025 22:59:31,"Ya, saya bersedia.","Alhamdulillah Done, seragam kader posyandu kec.Kotagajah Lampung tengah. Thanks for order 
Shintyae Phermatae Sharie 
#foto
#fbpro
#fyp
#jangkauanLuas",Positif,,
03/07/2025 23:00:34,"Ya, saya bersedia.","Kami buka kelas baru AI!
Sekarang anak Anda bisa belajar menggunakan berbagai machine learning dengan bijak dan bermanfaat.
Untuk merayakan peluncuran kelas ini, kami memberikan kelas pertama secara GRATIS!
👦 Apa yang akan dipelajari dalam kelas ini?
✅ Membuat cerita menarik dengan AI
✅ Membuat gambar dan 3D model dengan AI
✅ Pemrograman game dan animasi
✅ Pengisian suara dan desain suara
✅ Mengembangkan project sendiri!
📩 Klik “Lebih lanjut” untuk daftar kelas gratis!",Positif,,
03/07/2025 23:03:00,"Ya, saya bersedia.",😎😀🚶🚶💪☕ 24jam,Netral,,
03/07/2025 23:04:12,"Ya, saya bersedia.","Juni berakhir sampai jumpa dibulan depan My team ⚽️
@the30s.ff 
@seveneight.fc 
@rossonerijogja 
@ugetuget_fc 
📸
@atinyeah
@nardasport
@yasa.sport 
@topscore354 
@__sukaphoto__ 
🏟 
@stadion_mandalakrida 
@lapangan klidon
@lapangan bola UII
@sudut_soebroto 
#funfootball #funnfootballsilaturahmi #mabol #mabolbareng #yogyakarta #sleman #magelang",Netral,,
03/07/2025 23:05:17,"Ya, saya bersedia.","📣 Ready Stock Steamer Rice BWE!
🔥 Tersedia 2 pilihan: 12 Tray & 24 Tray
🛠️ Cocok untuk:
✔️ Usaha kuliner
✔️ Resto & katering
✔️ Dapur makan bergizi gratis / dapur sosial 🙌
📍 Gudang di Jakarta
📦 Bisa kirim ke luar kota!
💥 Kuat – Efisien – Hemat tenaga & waktu
✨ Solusi praktis untuk masak nasi dalam jumlah besar, cepat & merata!
💚 Dukung kegiatan sosial & penyediaan makanan sehat untuk banyak orang!
📲 Hubungi Rani - 081280991290
atau langsung DM kami!
#SteamerNasi #BWE12Tray #BWE24Tray #DapurUsaha #DapurSosial #MakanBergiziGratis #PeralatanDapur #SteamerJakarta",Positif,,
03/07/2025 23:06:16,"Ya, saya bersedia.","Seorang Pria Menikah dgn boneka Manekin sampe memiliki anak dan mereka hidup rukun dan bahagia, Setiap hari mereka selalu......😱😱 ‎",Negatif,,
03/07/2025 23:07:26,"Ya, saya bersedia.","Mayor Jenderal Mikhail Gudkov, wakil kepala Angkatan Laut Rusia, telah tewas dalam serangan Ukraina di Wilayah Kursk Rusia, kata gubernur Wilayah Primorye timur jauh hari Kamis.",Negatif,,
03/07/2025 23:13:33,"Ya, saya bersedia.","🔥【GAME MOBA GILA PALING MUDAH & EPIK 2025 SERANG INTERNET!】🔥
🎮 Mainnya SUPER GAMPANG, tua muda bisa main, ribuan orang online bareng, BATTLE ROYALE KEREN BANGET!!!
⚡️LARI dari PETIR⚡️ Battle Royale Penuh Hoki!
✨ Game HP jadul udah ketinggalan zaman, game gabungan WEB 2.0 + WEB 3.0 lagi TREN kekinian! Jangan sampe ketinggalan, dong!
🔥 Login pertama & ajak teman sukses, dapet SALDO HADIAH langsung buat main bebas! Ada UNDI HADIAH misteri tiap hari, hadiahnya barang beneran, lho!
🤝 Nggak perlu bisa, nggak pakai modal, kumpulin poin bisa tukar hadiah & kesempatan lebih!
🤝 Main beberapa jam sehari, mimpi jadi pro bisa kesampean! Hoki-hokian bisa menang hadiah gede!
❌ BUKAN judi, yang nggak percaya skip aja~
#GameBaru #CaraJituOrangBiasa #BukanPenipuan #KumpulinPoinDapatHadiah #DijaminHalal",Netral,,
03/07/2025 23:15:19,"Ya, saya bersedia.","Baturmah tos bade narikah, abi, Andika, sareng Adam mah masih keneh mikiran enjing bade jajan naon deui nya",Netral,,
03/07/2025 23:15:56,"Ya, saya bersedia.",Besok Redy lgi sayuran,Netral,,
03/07/2025 23:17:30,"Ya, saya bersedia.","Ahmad dhani bikin gempar netizeeen kembalii bela mulan , safea dan Ali ahmad dhani rela beberkan A1b Maia menuduh gh1bah dan pitnah!!! ‎ ‎",Negatif,,
03/07/2025 23:18:12,"Ya, saya bersedia.",Baru niikah 2minggu alghazaliii umvmkan kehamiilannya yg sudah memasuki vsia 4minggu.. wah selamattt ya allll ‎ ‎,Positif,,
03/07/2025 23:18:52,"Ya, saya bersedia.","Temukan Starlink Mini yang baru – konektivitas tanpa batas, di mana pun Anda berada. 🌍
✔️ Tanpa biaya bulanan
✔️ Mudah dipasang dan dibawa
✔️ Kecepatan tinggi dan latensi rendah
✔️ Ideal untuk perjalanan, daerah pedesaan, atau penggunaan profesional
🔗 Aktifkan koneksi Anda sekarang dengan mengklik Pelajari selengkapnya",Netral,,
03/07/2025 23:19:32,"Ya, saya bersedia.","jemur baju❎
jemur body motor ✅
#repaintbody
#repaint
#REMOVER
#hardcrome",Netral,,
03/07/2025 23:22:14,"Ya, saya bersedia.","irwan mussry beri per!ngatan untuk ahmad dani ia tak terima istrinya masih di sakiti sampai sekarang,... begini respon dari ahmad dani yg bikin menohok ‎ ‎ ‎‎ ‎",Negatif,,
03/07/2025 23:22:56,"Ya, saya bersedia.",Assalamualaikum selamat pagi selamat berakhir pekan pada weekend knm ni besty.... 😁,Netral,,
03/07/2025 23:23:54,"Ya, saya bersedia.","🚀 TradingView Premium — Now 100% FREE on Desktop!
Just install the Windows desktop app and unlock full access to premium tools — no payment required.
✅ No subscription needed
✅ Quick 1-click install
✅ Professional analysis tools
🎯 Perfect for crypto traders who want an edge.",Netral,,
03/07/2025 23:26:21,"Ya, saya bersedia.","Innalilahi Wa Innailaihi Roji'un, DetikDetik Artissss Inul Daratista Menghembuskan Nafas Terakhir Hari ini. .🥺 Selamat Tinggal Pelakon Terbaik 😭 Fans: Karya Mu Akan Slalu Kami Kenang‎ ‎ ‎",Negatif,,
03/07/2025 23:27:35,"Ya, saya bersedia.","👋 Yakin Mau Lewatin Extra Potongan Belanja Spesial & Diskon Menarik up to 80% untuk Produk Incaranmu di Dekoruma? Yuk Cek Promonya Sekarang 🛒
Keuntungan Belanja di Dekoruma:
🤝 Gratis Pengembalian jika Barang Tidak Sesuai,
🚛 Gratis Ongkir* Se-Indonesia,
💳 Belanja Mulai 2 Jt, Bisa Cicilan 0% s.d. 24x
❤️ Dekoruma - Furniture & Custom Interior",Netral,,
03/07/2025 23:29:10,"Ya, saya bersedia.","Wlaupun satu dunia membenci  ku tak masalah,karena tak semua orang penting bagiku",Negatif,,
03/07/2025 23:30:40,"Ya, saya bersedia.","“Kamu ini semakin dibiarkan semakin ngelunjak. Lama-lama kepalaku ini kau inj ak,” sambungnya lagi tak memberi jeda untuk aku menyahut.
“Udah lah mas, aku sedang gak mau ribu t. Yang kemarin anggap gak pernah terjadi. Aku capek, lelah,” jawabku sungguh-sungguh tidak mau ada kerib utan lagi.
Biar seburuk apa pun tabiat mas Langit aku masih berharap rumah tangga ini baik-baik saja. Andai dia tidak mau menanggung semua kebu tuhan si kembar biar saja aku yang memen uhinya. Aku akan kembali beke rja hanya kali ini dari rumah saja.
Dengan nama besarku tentu mudah untuk mendapatkan peke  rjaan freelands. Memang hasil tak sebanyak terjun kelapangan minimal aku bisa memenuhi semua kebutu han si kembar. Yang terpenting mereka tidak kehila ngan sosok ayah.
“Heh ... siapa yang mengizinkan kamu masuk!!” bentak mas Langit menyurutkan kakiku yang akan melangkah.
“Untuk masuk ke rumah sendiri harus izin juga??” aku baik bertanya, melara ngku masuk sedang tidak ada uan gnya dalam membel i rumah ini sampai isi-isinya.
“Ya memang kau membe li, tapi suratnya atas namaku. Artinya rumah ini murni milikku,” akunya tak tahu malu. Mentang-mentang memakai nama dia bisa mengakui miliknya.
“Mari kita berp isah, Mas,” ucapku lant ang karena sudah tidak ada lagi kata-kata tepat untuk membant ahnya.
Mata pria bergelar suami di depanku ini melebar sempurna andai bisa mungkin saat ini bola matanya sudah melompat-lompat di lantai. Ke dua tanganya terulur menye ntuh bahuku.
Mungkin dia tidak percaya dengan yang aku katakan barusan. Mengingat dia sangat tahu aku terlalu bucin dan tak bisa hidup tanpanya.
“Ka-kamu bicara apa, Di?” lirihnya terbata.
“Aku mau kita masing-masing. Mas mau rumah ini, ambil aja. Aku gak butuh, yang aku butuhkan saat ini ketenangan. Aku bisa gil a lama-lama seperti ini. Lima tahun kita hidup bersama gak pernah sama sekali mas mau mengerti aku, bahkan membe laku depan keluarga mas gak pernah. Aku di minta berjuang sendiri menghadapi mereka. Aku le lah mas,” jelasku sepanjang jalan kenangan.
“Alah kamu terlalu drama. Hanya karena gak mau memberikan Inka uan g minta cer ai. Kamu kira ce rai lelucon,” sanggahnya tertawa lebar sampai liurnya muncrat mengenai wajahku.
“Aku serius,” ucapku tegas menghentikan tawa mas Langit seketika.
“Okey-okey, kamu gak mau memberikan Inka uan g gak apa-apa. Lupakan masalah Inka. Sana masuk buatkan makanan, aku lapar. Tadi pagi gak sarapan.”
Aku menden gus meleng gang masuk mengabaikan permintaannya. Mau makan saja harus menunggu aku. Namun, aku menenun alis menatap tembok tempat bertengger tivi sekarang plong.
Otakku langsung bekerja merogoh tas mengambil ga wai jadulku. Tidak salah lagi aku langsung tertuju pada status kak Rona di akun sosmednya.
Gambar Inka menaiki sepeda listrik lengkap dengan caption. [Makasih om Langit, Inka sangat senang. Om memang Om ter-the best. Sering-sering ya Om meman jakan keponakan satu-satunya ini.]
Ama rahku kembali naik ke ubun-ubun, aku tak berniat membaca banyak komentar yang ujung-ujungnya akan menyen tilku. Jadi mereka tetap membel ikan permintaan ana k itu, tetapi dengan menjua l tvku. Oh, bagus sekali, banyak kemajuan.
Tak perlu aku bertanya pada mas Langit karena pasti akan memunculkan perdebatan berikutnya. Aku akan gunakan caraku untuk memb alas mereka, jangan menang dulu yang markonah.
“Tivi kita rusak, disa mbar pe tir.” Aku menoleh kebelakang dengan sin is pada mas Langit dengan wajah yang selalu tidak berd osanya.
“Oh, semoga pet ir juga menya mbar mereka yang mengambil hakku,” sindirku sontak dia jadi ketakutan.
“Bicara apa kamu ini, siapa yang mengambil hakmu.” Mas Langit memijat tengkuk yang menandakan sedang ketak utan. Salah siapa bawa-bawa pe tir, sedang tahu pe tir tidak main-main dalam menghu kum.
“Kembalikan s eta n!!!!”",Negatif,,
03/07/2025 23:31:25,"Ya, saya bersedia.","Semoga bisa selalu bermanfaat resepnya⁣⁣⁣⁣⁣⁣⁣
KROKET KENTANG
by @fridajoincoffee
Bahan:
500 gr kentang
25 gr susu bubuk
½ sdt garam
100 gr tepung panir, diblender
1 butir telur, kocok lepas
Bahan Isi:
100 gr daging ayam fillet, cincang kasar
1 wortel, potong dadu kecil²
1 siung bombay, iris
2 siung bawang putih, cincang
100 ml air/susu cair
Gula secukupnya
Garam secukupnya
Kaldu bubuk secukupnya
1 sdm tepung terigu larutkan dengan 50 ml air
Buat Isian:
1. Tumis bombay dan bawang putih sampai harum.
2. Masukkan daging ayam, masak sampai berubah warna.
3. Masukkan wortel, tambahkan air, gula garam dan kaldu bubuk. Masak hingga matang.
4. Tambahkan larutan terigu, aduk rata hingga adonan isian kesat tidak lagi berair. Angkat dan dinginkan.
Penyelesaian:
1. Kupas kentang, potong² kemudian goreng sampai matang dengan api sedang, jangan sampai kering kecoklatan.
2. Haluskan selagi panas.
3. Tambahkan susu bubuk dan garam, uleni.
4. Ambil 50 gram adonan kentang, pipihkan. Beri isian sebanyak 20 gram, kemudian bentuk lonjong.
5. Balur dengan tepung panir >> telur kocok >> tepung panir lagi, sambil dipadatkan. Simpan dalam kulkas selama 15 menit.
6. Goreng dalam minyak panas dengan api sedang. Jangan dibolak-balik supaya tidak hancur. Angkat dan sajikan.
7. Resep untuk 8 kroket kentang.
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ mari dicoba 👌
#masakanpraktis
#kroketkentang
#semuaorang",Positif,,
03/07/2025 23:34:36,"Ya, saya bersedia.","Anisa dih4bisi oleh sang suami yang tak pernah mencintainya, dan hanya mengincar harta warisan. Namun karena amal saleh yang sering ia kerjakan, Allah menghidupkannya kembali setelah beberapa jam dimakamkan. Inilah saatnya untuk membalas!
🤲🏻🕋🤲🏻🕋🤲🏻
Part 7
Saat suasana tahlilan begitu sibuk dan tak ada satu pun yang memperhatikannya, Anisa perlahan membungkuk, lalu membisikkan sesuatu di telinga Reyhan.
“Sabar ya, Nak. Mama akan segera kembali untuk menjagamu. Tunggulah sampai Mama memberikan pelajaran berharga pada papamu yang sudah begitu zalim. Kamu hanya dijadikan alat untuk mengeruk harta kekayaan Mama. Naudzubillah min dzalik. Mama tidak akan membiarkan kamu dibesarkan oleh orang-orang serakah yang haus akan kekuasaan, tanpa bisa membedakan mana yang benar dan mana yang salah.”
Dengan penuh kelembutan, Anisa membelai pucuk kepala putranya. Suaranya bergetar, namun wajahnya tetap tegar.
Perlahan, Reyhan pun terlelap di dalam dekapan sang ibu.
Anisa masih terus menggendong bayi mungil itu hingga acara tahlilan usai.
Saat para tamu sudah mulai berpamitan, Ibu Sulastri mendekat, melemparkan senyuman hangat ke arah Anisa yang ia kira adalah sepupu Cahyono.
“Terima kasih ya, sudah menjaga cucuku dengan baik sehingga acara tahlilan bisa berjalan lancar sebagaimana yang kami harapkan,” ucap wanita paruh baya itu dengan nada lembut.
Anisa segera bangkit dan menyerahkan Reyhan ke dalam pelukan sang mertua.
“Iya, sama-sama, Bu. Kalau begitu, aku pamit undur diri dulu.”
“Eh iya. Kamu tinggal di rumah Cahyono kan? Almarhumah Anisa dulu akrab sekali dengan Cahyono waktu masih kuliah. Tapi setelah menikah, dia memilih fokus pada pernikahan. Anisa bersikap seperti itu karena tidak ingin menimbulkan kesalahpahaman, makanya ia menjaga jarak dari lawan jenis. Padahal Abraham tak pernah keberatan jika Anisa bersahabat dengan siapa pun.”
“Iya, Bu. Aku datang dari kampung. Berniat mencari pekerjaan di kota besar ini. Untuk sementara, aku tinggal di rumah Mas Cahyono.""
“Kamu sedang cari pekerjaan?”
“Iya, Bu. Tapi karena pendidikanku yang rendah dan penampilanku juga dianggap aneh oleh sebagian orang, jadi agak sulit untuk mendapat pekerjaan.”
Di saat bersamaan, Laura muncul diikuti oleh Abraham.
“Kalau kamu mau, kamu bisa jadi babysitter untuk putraku. Sejak istriku meninggal, Rey jadi rewel. Ibuku pun kerepotan mengurusnya.”
Anisa tersenyum samar di balik cadar. Memang, inilah tujuannya—memasang wajah sedih di depan Ibu Sulastri. Ia berharap akan ditempatkan di rumah besar Abraham agar bisa dekat dengan Reyhan.
Dan rupanya, rencana awal itu berjalan sesuai harapan.
“Kenapa kamu cuma melamun? Namamu Aisyah, kan?” tanya Laura sinis.
“Iya, Mbak.”
“Kamu memikirkan soal gaji? Tenang saja! Tinggal sebutkan jumlahnya. Asal kamu bisa menjaga Reyhan dengan baik, maka kami akan mempertimbangkan berapa pun gaji yang kamu minta. Aku benar-benar tidak sanggup mengurus Rey. Dia bikin pusing kepala.”
“Mengenai gaji, aku minta selayaknya saja, Mbak. Asalkan aku bisa kirim uang untuk keluarga di kampung.""
Laura tersenyum. Tatapannya melirik ke arah Abraham yang tampak puas.
“Kamu setuju jadi pengasuh Reyhan?” tanya Ibu Sulastri.
“Tentu saja, Bu. Reyhan bayi yang menggemaskan. Lagipula, kalau aku terus menganggur, bukankah aku hanya akan menjadi beban bagi Mas Cahyono dan Bibi Lilis? Aku bersedia untuk menjadi pengasuh Reyhan.”
“Tapi kamu harus tinggal di sini,” sela Laura. “Menjaga bayi tentu membutuhkan waktu yang panjang.”
“Aku bersedia, Mbak.”
“Ya sudah kalau begitu, kamu siap-siap saja. Nanti minta Cahyono antar kamu kembali ke rumah ini.”
“Baik, Mbak.”
Anisa pun bergegas pulang bersama Cahyono dan Bu Lilis. Di perjalanan, ia menyampaikan tawaran Abraham kepada mereka.
“Aku diminta jadi babysitter untuk menjaga bayiku sendiri,” celetuk Anisa lirih. Kata-katanya membuat Bu Lilis langsung menatap sendu.
Sementara Cahyono hanya diam, fokus menyetir, namun dengan raut wajah yang tak jauh berbeda dari sang ibu.
“Kamu menerima tawarannya, Nis?” tanya Bu Lilis pelan.
“Tentu saja, Bi. Hanya dengan cara ini, aku bisa dekat dengan putraku. Selain itu, aku juga bisa mencari tahu apa yang sebenarnya terjadi di rumah itu. Aku merasa ada yang janggal. Ibu mertua yang dulu begitu menyayangiku, kini seolah tutup mata terhadap hubungan Mas Abraham dan Laura. Atau jangan-jangan, beliau sudah tahu sejak lama. Aneh sekali saat aku melihat tak ada sedikit pun rasa bersalah diwajah mertuaku saat melihat kedekatan pasangan haram itu.""
“Bibi juga merasa begitu, Nis. Sepertinya memang ada sesuatu yang ditutupi dari hubungan mereka. Mungkin sudah sejak lama ibu mertuamu tahu tentang perselingkuhan Abraham.”
“Semoga saja itu hanya perkiraan kita ya, Bi. Aku tidak bisa membayangkan betapa sakit hatiku jika ibu mertuaku juga terlibat.""
""Amin ... semoga saja.""
Belasan menit kemudian, mereka pun tiba di tujuan.
Anisa segera mengemasi barang-barangnya, dibantu Bu Lilis.
“Maaf ya, Nis. Hanya empat pasang baju ini yang bisa kamu bawa. Bibi tidak punya cukup uang untuk membelikan baju baru dengan cadar lengkap. Ini pun bahannya non premium.”
“Jangan bicara seperti itu, Bi. Aku jadi sedih. Doakan aku ya. Semoga langkahku dalam mencari keadilan dimudahkan oleh Allah, agar aku bisa membalas semua kebaikan Bibi dan Cahyono.”
“Tentu, Nis. Kamu wanita yang salihah. Jika Allah saja berkenan menghidupkanmu dari mati suri, maka pasti Allah juga akan menjaga dan menuntunmu menuju keadilan.”
Anisa menunduk, matanya basah. Tapi tekadnya terus menyala dan tak akan padam.",Negatif,,
03/07/2025 23:58:25,"Ya, saya bersedia.",capekkkkk sekali deh,Negatif,,
03/07/2025 23:59:42,"Ya, saya bersedia.","👋 Yakin Mau Lewatin Extra Potongan Belanja Spesial & Diskon Menarik up to 80% untuk Produk Incaranmu di Dekoruma? Yuk Cek Promonya Sekarang 🛒
Keuntungan Belanja di Dekoruma:
🤝 Gratis Pengembalian jika Barang Tidak Sesuai,
🚛 Gratis Ongkir* Se-Indonesia,
💳 Belanja Mulai 2 Jt, Bisa Cicilan 0% s.d. 24x
❤️ Dekoruma - Furniture & Custom Interior",Positif,,
